csv,http://dbpedia.org/ontology/agent,http://dbpedia.org/ontology/airport,http://dbpedia.org/ontology/album,http://dbpedia.org/ontology/architecturalstructure,http://dbpedia.org/ontology/baseballplayer,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/colour,http://dbpedia.org/ontology/company,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/device,http://dbpedia.org/ontology/informationappliance,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/musicgenre,http://dbpedia.org/ontology/officeholder,http://dbpedia.org/ontology/organisation,http://dbpedia.org/ontology/person,http://dbpedia.org/ontology/personfunction,http://dbpedia.org/ontology/politicalparty,http://dbpedia.org/ontology/populatedplace,http://dbpedia.org/ontology/royalty,http://dbpedia.org/ontology/settlement,http://dbpedia.org/ontology/soccerclub,http://dbpedia.org/ontology/software,http://dbpedia.org/ontology/venue,http://dbpedia.org/ontology/year,position,text
CTRL_WIKI_POL_List_of_current_monarchs_of_sovereign_states,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"""Co-Prince Emmanuel Macron"";""Co-Prince Archbishop Joan Enric Vives Sicília"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth II"";""King Hamad bin Isa"";""King Philippe"";""King Jigme Khesar Namgyel"";""Sultan Hassanal Bolkiah"";""King Norodom Sihamoni"";""Queen Margrethe II"";""King Mswati III"";""Emperor Naruhito"";""King Abdullah II"";""Emir Sabah al-Ahmad"";""King Letsie III"";""Prince Regnant Hans-Adam II"";""Grand Duke Henri"";""Yang di-Pertuan Agong Abdullah"";""Sovereign Prince Albert II"";""King Mohammed VI"";""King Willem-Alexander"";""King Harald V"";""Sultan Qaboos bin Said"";""Emir Tamim bin Hamad"";""King Salman bin Abdulaziz"";""King Felipe VI"";""King Carl XVI Gustaf"";""King Vajiralongkorn"";""King Tupou VI"";""President Khalifa bin Zayed"";""Pope Francis"""
CTRL_WIKI_POL_List_of_current_monarchs_of_sovereign_states,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,"""nan"";""nan"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Al Khalifah"";""Saxe-Coburg and Gotha"";""Wangchuck"";""Bolkiah"";""Norodom"";""Glücksburg"";""Dlamini"";""Yamato"";""Hāshim"";""Al Sabah"";""Moshesh"";""Liechtenstein"";""Luxembourg-Nassau"";""Pahang"";""Grimaldi"";""Alawi"";""Orange-Nassau"";""Glücksburg"";""Al Said"";""Al Thani"";""Al Saud"";""Bourbon"";""Bernadotte"";""Chakri"";""Tupou"";""Al Nahyan"";""nan"""
CTRL_WIKI_POL_List_of_current_monarchs_of_sovereign_states,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,"""Ex officio"";""Ex officio"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Charles, Prince of Wales"";""Salman, Crown Prince of Bahrain"";""Princess Elisabeth, Duchess of Brabant"";""Jigme Namgyel"";""Al-Muhtadee Billah"";""Hereditary and elective"";""Frederik, Crown Prince of Denmark"";""Hereditary and elective"";""Fumihito, Prince Akishino"";""Hereditary and elective"";""Hereditary and elective"";""Lerotholi Seeiso"";""The Hereditary Prince Alois"";""Guillaume, Hereditary Grand Duke of Luxembourg"";""Elective"";""Jacques, Hereditary Prince of Monaco"";""Moulay Hassan, Crown Prince of Morocco"";""Catharina-Amalia, Princess of Orange"";""Haakon, Crown Prince of Norway"";""Unknown, yet hereditary"";""Abdullah bin Hamad"";""Mohammad bin Salman"";""Leonor, Princess of Asturias"";""Victoria, Crown Princess of Sweden"";""Dipangkorn Rasmijoti"";""Tupoutoʻa ʻUlukalala"";""Elective and hereditary"";""Unknown (elective)"""
CTRL_WIKI_POL_List_of_current_monarchs_of_sovereign_states_NOISE2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""Principality of Andorra"";""Principality of Andorra"";""Antigua and Barbuda"";""Commonwealth of Australia"";""Commonwealth of the Bahamas"";""Barbados"";""Belize"";""Canada"";""Grenada"";""Jamaica"";""New Zealand"";""Independent State of Papua New Guinea"";""Federation of Saint Kitts and Nevis"";""Saint Lucia"";""Saint Vincent and the Grenadines"";""Solomon Islands"";""Tuvalu"";""United Kingdom of Great Britain and Northern Ireland"";""Kingdom of Bahrain"";""Kingdom of Belgium"";""Kingdom of Bhutan"";""Brunei Darussalam"";""Kingdom of Cambodia"";""Kingdom of Denmark"";""Kingdom of Eswatini"";""Japan"";""Hashemite Kingdom of Jordan"";""State of Kuwait"";""Kingdom of Lesotho"";""Principality of Liechtenstein"";""Grand Duchy of Luxembourg"";""Malaysia"";""Principality of Monaco"";""Kingdom of Morocco"";""Kingdom of the Netherlands"";""Kingdom of Norway"";""Sultanate of Oman"";""State of Qatar"";""Kingdom of Saudi Arabia"";""Kingdom of Spain"";""Kingdom of Sweden"";""Kingdom of Thailand"";""Kingdom of Tonga"";""United Arab Emirates"";""Vatican City State"""
CTRL_WIKI_POL_List_of_current_monarchs_of_sovereign_states_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"""Co-Prince Emmanuel Macron"";""Co-Prince Archbishop Joan Enric Vives Sicíliaa"";""Queen Elizabeth II"";""Queen Elizabeeth II"";""Queen Elizabeth III"";""Queen Elizabeth II"";""Queen Elizabeth III"";""Queen Elizabeth III"";""Queen Elizaabeth II"";""Queen Elizabeth III"";""Queen Elizabeth II"";""Queen Elizabeth II"";""Queen Elizabeth III"";""Queen Elizabeth III"";""Queen Elizabeth II"";""Queen Elizabeth III"";""Queen Elizabeth II"";""Queen Elizabeth III"";""King Hamad bin Isaa"";""King Philippee"";""King Jigme Khesar Namgyel"";""Sultan Hassanal Bolkiahh"";""King Norodom Sihammoni"";""Queen Margrethe III"";""King Mswati III"";""Emperor Naruhitoo"";""King Abdullah II"";""Emir Sabah al-Ahmad"";""King Letsie IIII"";""Prince Regnant Hans-Adam III"";""Grand Duke Henri"";""Yang di-Pertuan Agong Abdullahh"";""Sovereign Prince Albert III"";""King Mohammed VI"";""King Willem-Alexander"";""Kiing Harald V"";""Sultan Qaboos bin Said"";""Emir Tamim bin Hamad"";""King Salman bin Abdulazizz"";""King Felipe VII"";""King Carl XVI Gustaf"";""King Vajiralongkorn"";""King Tupou VI"";""President Khalifa  bin Zayed"";""Pope Francis"""
CTRL_WIKI_POL_List_of_current_monarchs_of_sovereign_states_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,"""nan"";""nan"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Windsor"";""Al Khalifah"";""Saxe-Coburg and Gotha"";""Wangchuck"";""Bolkiah"";""Norodom"";""Glücksburg"";""Dlamini"";""Yamato"";""Hāshim"";""Al Sabah"";""Moshesh"";""Liechtenstein"";""Luxembourg-Nassau"";""Pahang"";""Grimaldi"";""Alawi"";""Orange-Nassau"";""Glücksburg"";""Al Said"";""Al Thani"";""Al Saud"";""Bourbon"";""Bernadotte"";""Chakri"";""Tupou"";""Al Nahyan"";""nan"""
CTRL_WIKI_POL_List_of_political_parties_in_the_United_States_Third_Parties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"""Libertarian Party"";""Green Party"";""Constitution Party"";""Party for Socialism and Liberation"";""Reform Party"";""Reform Party"";""Legal Marijuana Now Party"";""Socialist Workers Party"";""Prohibition Party"";""Workers World Party"";""Socialist Party USA"";""American Solidarity Party"";""Socialist Equality Party"";""American Delta Party"";""American Freedom Party"";""Citizens Party of the United States"";""Freedom Socialist Party"";""Humane Party"";""Justice Party"";""Socialist Action"";""Socialist Alternative"";""United States Marijuana Party"";""United States Pirate Party"";""Alaskan Independence Party"";""Peace and Freedom Party"";""Independent Party of Delaware"";""Natural Law Party"";""Grassroots-Legalize Cannabis Party"";""Independence Party of Minnesota"";""Conservative Party of New York State"";""Independence Party of New York"";""Liberal Party of New York"";""New York State Right to Life Party"";""Rent Is Too Damn High Party"";""Serve America Movement"";""Tax Revolt Party"";""Women's Equality Party"";""Working Families Party"";""Covenant Party"";""Charter Party"";""Independent Party of Connecticut"";""Independent Party of Oregon"";""Oregon Progressive Party"";""Socialist Party of Oregon"";""Sovereign Union Movement"";""New Progressive Party of Puerto Rico"";""Popular Democratic Party of Puerto Rico"";""Puerto Ricans for Puerto Rico Party"";""Puerto Rican Independence Party"";""Working People's Party of Puerto Rico"";""Moderate Party of Rhode Island"";""Alliance Party of South Carolina"";""United Citizens Party"";""United Utah Party"";""Independent Citizens Movement"";""Vermont Progressive Party"";""Liberty Union Party"";""Independent Greens of Virginia"";""Progressive Dane"";""Working Class Party"""
CTRL_WIKI_POL_List_of_political_parties_in_the_United_States_Third_Parties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"""Libertarianism"";""Green Politics"";""Paleoconservatism"";""Communism"";""Electoral reform"";""Anti-corruption"";""Marijuana legalization"";""Communism"";""Temperance"";""Communism"";""Democratic socialism"";""Christian democracy"";""Trotskyism"";""Social progressivism"";""White nationalism"";""Economic nationalism"";""Trotskyism"";""Animal rights"";""Social democracy"";""Trotskyism"";""Trotskyism"";""Marijuana legalization"";""Pirate politics"";""Alaskan nationalism"";""Democratic socialism"";""Fiscal conservatism"";""Environmentalism"";""Marijuana legalization"";""Liberalism"";""Conservativism"";""Populism"";""Liberalism"";""Pro-Life"";""Social welfare"";""Big tent"";""Conservativism"";""Liberalism"";""Progressivism"";""Populism"";""Progressivism"";""Centrism"";""Populism"";""Progressivism"";""Democratic socialism"";""Puerto Rico independence"";""Puerto Rico Statehood"";""Centrism"";""Green Politics"";""Puerto Rico independence"";""Democratic Socialism"";""Centrism"";""Centrism"";""Progressivism"";""Centrism"";""Grassroots Democracy"";""Progressivism"";""Democratic socialism"";""Green Politics"";""Progressivism"";""Progressivism"""
CTRL_WIKI_POL_List_of_political_parties_in_the_United_States_Third_Parties_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"""Libertarian Party"";""Green Party"";""Constitution Party"";""Party for Socialism and Liberation"";""Reform Party"";""Reform Party"";""Legal Marijuana Now Party"";""Socialist Workers Party"";""Prohibition Party"";""Workers World Party"";""Socialist Party USA"";""American Solidarity Party"";""Socialist Equality Party"";""American Delta Party"";""American Freedom Party"";""Citizens Party of the United States"";""Freedom Socialist Party"";""Humane Party"";""Justice Party"";""Socialist Action"";""Socialist Alternative"";""United States Marijuana Party"";""United States Pirate Party"";""Alaskan Independence Party"";""Peace and Freedom Party"";""Independent Party of Delaware"";""Natural Law Party"";""Grassroots-Legalize Cannabis Party"";""Independence Party of Minnesota"";""Conservative Party of New York State"";""Independence Party of New York"";""Liberal Party of New York"";""New York State Right to Life Party"";""Rent Is Too Damn High Party"";""Serve America Movement"";""Tax Revolt Party"";""Women's Equality Party"";""Working Families Party"";""Covenant Party"";""Charter Party"";""Independent Party of Connecticut"";""Independent Party of Oregon"";""Oregon Progressive Party"";""Socialist Party of Oregon"";""Sovereign Union Movement"";""New Progressive Party of Puerto Rico"";""Popular Democratic Party of Puerto Rico"";""Puerto Ricans for Puerto Rico Party"";""Puerto Rican Independence Party"";""Working People's Party of Puerto Rico"";""Moderate Party of Rhode Island"";""Alliance Party of South Carolina"";""United Citizens Party"";""United Utah Party"";""Independent Citizens Movement"";""Vermont Progressive Party"";""Liberty Union Party"";""Independent Greens of Virginia"";""Progressive Dane"";""Working Class Party"""
CTRL_WIKI_POL_List_of_political_parties_in_the_United_States_Third_Parties_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"""Libertarianismmm"";""GGreen Politics"";""Paleoconseervatism"";""Communismmm"";""Electoral reeeform"";""Anti-corruptionnn"";""Marijuana legalization"";""Communismmm"";""TTemperancee"";""Commmunism"";""Democratic socialismmm"";""Christian democracyy"";""Trotskyism"";""Social progressivismm"";""White nationalismmm"";""Economic nationalismmm"";""Trotskyismmm"";""Animal righhtss"";""Social democracyyy"";""Trotskyismm"";""Trotskyiism"";""Marijuana legalizationn"";""Pirate politicss"";""Alaskan nationalismm"";""Democratic socialismmm"";""Fiscal conservatismm"";""Envirronmentalismm"";""Marijuana legalizzation"";""Liiberalismm"";""Conservativismm"";""Populismm"";""Liberalismm"";""Pro-Life"";""Social weelfaree"";""Biig tentt"";""Conservativismm"";""Liberalismmm"";""Progressivismm"";""PPopulismm"";""Progressivismm"";""Cenntrism"";""Populismm"";""Progrressivism"";""Democratic socialism"";""Puerto Rico independencee"";""Puerto Rico Statehood"";""Centrismm"";""Green Politicsss"";""Puerto Ricco independencee"";""Democraatic Socialissm"";""Centrismm"";""Centriismm"";""Progressivismm"";""Ceentrismm"";""Grassroots Democracy"";""Progressivism"";""Democratic socialismmm"";""Green Politicss"";""Progressivismmm"";""Progressivismm"""
CTRL_WIKI_POL_presidents_of_the_us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"""1"";""1"";""2"";""3"";""3"";""4"";""4"";""4"";""4"";""5"";""5"";""6"";""7"";""7"";""7"";""8"";""9"";""10"";""11"";""12"";""13"";""14"";""14"";""15"";""16"";""16"";""17"";""17"";""18"";""18"";""18"";""19"";""20"";""21"";""22"";""22"";""23"";""24"";""25"";""25"";""25"";""26"";""26"";""27"";""27"";""28"";""28"";""29"";""30"";""30"";""31"";""32"";""32"";""32"";""32"";""33"";""33"";""34"";""34"";""35"";""36"";""36"";""37"";""37"";""37"";""37"";""38"";""38"";""39"";""40"";""40"";""41"";""42"";""42"";""43"";""43"";""44"";""44"";""45"""
CTRL_WIKI_POL_presidents_of_the_us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"""George Washington"";""George Washington"";""John Adams"";""Thomas Jefferson"";""Thomas Jefferson"";""James Madison"";""James Madison"";""James Madison"";""James Madison"";""James Monroe"";""James Monroe"";""John Quincy Adams"";""Andrew Jackson"";""Andrew Jackson"";""Andrew Jackson"";""Martin Van Buren"";""William Henry Harrison"";""John Tyler"";""James K. Polk"";""Zachary Taylor"";""Millard Fillmore"";""Franklin Pierce"";""Franklin Pierce"";""James Buchanan"";""Abraham Lincoln"";""Abraham Lincoln"";""Andrew Johnson"";""Andrew Johnson"";""Ulysses S. Grant"";""Ulysses S. Grant"";""Ulysses S. Grant"";""Rutherford B. Hayes"";""James A. Garfield"";""Chester A. Arthur"";""Grover Cleveland"";""Grover Cleveland"";""Benjamin Harrison"";""Grover Cleveland"";""William McKinley"";""William McKinley"";""William McKinley"";""Theodore Roosevelt"";""Theodore Roosevelt"";""William H. Taft"";""William H. Taft"";""Woodrow Wilson"";""Woodrow Wilson"";""Warren Harding"";""Calvin Coolidge"";""Calvin Coolidge"";""Herbert Hoover"";""Franklin Delano Roosevelt"";""Franklin Delano Roosevelt"";""Franklin Delano Roosevelt"";""Franklin Delano Roosevelt"";""Harry S. Truman"";""Harry S. Truman"";""Dwight D. Eisenhower"";""Dwight D. Eisenhower"";""John F. Kennedy"";""Lyndon B. Johnson"";""Lyndon B. Johnson"";""Richard Nixon"";""Richard Nixon"";""Richard Nixon"";""Richard Nixon"";""Gerald Ford"";""Gerald Ford"";""Jimmy Carter"";""Ronald Reagan"";""Ronald Reagan"";""George H. W. Bush"";""Bill Clinton"";""Bill Clinton"";""George W. Bush"";""George W. Bush"";""Barack Obama"";""Barack Obama"";""Donald Trump"""
CTRL_WIKI_POL_presidents_of_the_us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,"""nan"";""nan"";""Federalist"";""Democratic-Republican"";""Democratic-Republican"";""Democratic-Republican"";""Democratic-Republican"";""Democratic-Republican"";""Democratic-Republican"";""Democratic-Republican"";""Democratic-Republican"";""Democratic-Republican"";""Democratic"";""Democratic"";""Democratic"";""Democratic"";""Whig"";""Whig"";""Democratic"";""Whig"";""Whig"";""Democratic"";""Democratic"";""Democratic"";""Republican"";""Republican"";""National Union"";""Democratic"";""Republican"";""Republican"";""Republican"";""Republican"";""Republican"";""Republican"";""Democratic"";""Democratic"";""Republican"";""Democratic"";""Republican"";""Republican"";""Republican"";""Republican"";""Republican"";""Republican"";""Republican"";""Democratic"";""Democratic"";""Republican"";""Republican"";""Republican"";""Republican"";""Democratic"";""Democratic"";""Democratic"";""Democratic"";""Democratic"";""Democratic"";""Republican"";""Republican"";""Democratic"";""Democratic"";""Democratic"";""Republican"";""Republican"";""Republican"";""Republican"";""Republican"";""Republican"";""Democratic"";""Republican"";""Republican"";""Republican"";""Democratic"";""Democratic"";""Republican"";""Republican"";""Democratic"";""Democratic"";""Republican"""
CTRL_WIKI_POL_presidents_of_the_us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,"""1788–89"";""1792"";""1796"";""1800"";""1804"";""1808"";""1808"";""1812"";""1812"";""1816"";""1820"";""1824"";""1828"";""1828"";""1832"";""1836"";""1840"";""1840"";""1844"";""1848"";""1848"";""1852"";""1852"";""1856"";""1860"";""1864"";""1864"";""1864"";""1868"";""1872"";""1872"";""1876"";""1880"";""1880"";""1884"";""1884"";""1888"";""1892"";""1896"";""1896"";""1900"";""1900"";""1904"";""1908"";""1908"";""1912"";""1916"";""1920"";""1920"";""1924"";""1928"";""1932"";""1936"";""1940"";""1944"";""1944"";""1948"";""1952"";""1956"";""1960"";""1960"";""1964"";""1968"";""1972"";""1972"";""1972"";""1972"";""1972"";""1976"";""1980"";""1984"";""1988"";""1992"";""1996"";""2000"";""2004"";""2008"";""2012"";""2016"""
CTRL_WIKI_POL_presidents_of_the_us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,"""John Adams"";""John Adams"";""Thomas Jefferson"";""Aaron Burr"";""George Clinton"";""George Clinton"";""nan"";""Elbridge Gerry"";""nan"";""Daniel D. Tompkins"";""Daniel D. Tompkins"";""John C. Calhoun"";""John C. Calhoun"";""nan"";""Martin Van Buren"";""Richard M. Johnson"";""John Tyler"";""nan"";""George M. Dallas"";""Millard Fillmore"";""nan"";""William R. King"";""nan"";""John C. Breckinridge"";""Hannibal Hamlin"";""Andrew Johnson"";""nan"";""nan"";""Schuyler Colfax"";""Henry Wilson"";""nan"";""William A. Wheeler"";""Chester A. Arthur"";""nan"";""Thomas A. Hendricks"";""nan"";""Levi P. Morton"";""Adlai Stevenson"";""Garret Hobart"";""nan"";""Theodore Roosevelt"";""nan"";""Charles W. Fairbanks"";""James S. Sherman"";""nan"";""Thomas R. Marshall"";""Thomas R. Marshall"";""Calvin Coolidge"";""nan"";""Charles G. Dawes"";""Charles Curtis"";""John N. Garner"";""John N. Garner"";""Henry A. Wallace"";""Harry S. Truman"";""nan"";""Alben W. Barkley"";""Richard Nixon"";""Richard Nixon"";""Lyndon B. Johnson"";""nan"";""Hubert Humphrey"";""Spiro Agnew"";""Spiro Agnew"";""nan"";""Gerald Ford"";""nan"";""Nelson Rockefeller"";""Walter Mondale"";""George H. W. Bush"";""George H. W. Bush"";""Dan Quayle"";""Al Gore"";""Al Gore"";""Dick Cheney"";""Dick Cheney"";""Joe Biden"";""Joe Biden"";""Mike Pence"""
CTRL_WIKI_POL_presidents_of_the_us_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"""1"";""1"";""2"";""3"";""3"";""4"";""4"";""4"";""4"";""5"";""5"";""6"";""7"";""7"";""7"";""8"";""9"";""10"";""11"";""12"";""13"";""14"";""14"";""15"";""16"";""16"";""17"";""17"";""18"";""18"";""18"";""19"";""20"";""21"";""22"";""22"";""23"";""24"";""25"";""25"";""25"";""26"";""26"";""27"";""27"";""28"";""28"";""29"";""30"";""30"";""31"";""32"";""32"";""32"";""32"";""33"";""33"";""34"";""34"";""35"";""36"";""36"";""37"";""37"";""37"";""37"";""38"";""38"";""39"";""40"";""40"";""41"";""42"";""42"";""43"";""43"";""44"";""44"";""45"""
CTRL_WIKI_POL_presidents_of_the_us_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"""George Washington"";""George Washington"";""John Adams"";""Thomas Jefferson"";""Thomas Jefferson"";""James Madison"";""James Madison"";""James Madison"";""James Madison"";""James Monroe"";""James Monroe"";""John Quincy Adams"";""Andrew Jackson"";""Andrew Jackson"";""Andrew Jackson"";""Martin Van Buren"";""William Henry Harrison"";""John Tyler"";""James K. Polk"";""Zachary Taylor"";""Millard Fillmore"";""Franklin Pierce"";""Franklin Pierce"";""James Buchanan"";""Abraham Lincoln"";""Abraham Lincoln"";""Andrew Johnson"";""Andrew Johnson"";""Ulysses S. Grant"";""Ulysses S. Grant"";""Ulysses S. Grant"";""Rutherford B. Hayes"";""James A. Garfield"";""Chester A. Arthur"";""Grover Cleveland"";""Grover Cleveland"";""Benjamin Harrison"";""Grover Cleveland"";""William McKinley"";""William McKinley"";""William McKinley"";""Theodore Roosevelt"";""Theodore Roosevelt"";""William H. Taft"";""William H. Taft"";""Woodrow Wilson"";""Woodrow Wilson"";""Warren Harding"";""Calvin Coolidge"";""Calvin Coolidge"";""Herbert Hoover"";""Franklin Delano Roosevelt"";""Franklin Delano Roosevelt"";""Franklin Delano Roosevelt"";""Franklin Delano Roosevelt"";""Harry S. Truman"";""Harry S. Truman"";""Dwight D. Eisenhower"";""Dwight D. Eisenhower"";""John F. Kennedy"";""Lyndon B. Johnson"";""Lyndon B. Johnson"";""Richard Nixon"";""Richard Nixon"";""Richard Nixon"";""Richard Nixon"";""Gerald Ford"";""Gerald Ford"";""Jimmy Carter"";""Ronald Reagan"";""Ronald Reagan"";""George H. W. Bush"";""Bill Clinton"";""Bill Clinton"";""George W. Bush"";""George W. Bush"";""Barack Obama"";""Barack Obama"";""Donald Trump"""
CTRL_WIKI_POL_presidents_of_the_us_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,"""nan"";""nan"";""Federalisttt"";""Democratic-Republicann"";""Democratic-Republicann"";""Democratic-Republicaann"";""Democratic-RRepublicann"";""Democratic-Republicann"";""Democratic-Republicann"";""Democratic-Republican"";""Democratic-Republiicann"";""Democratic-Republicann"";""Democraticcc"";""Democratticc"";""Democratiicc"";""Democraticc"";""Whiggg"";""Whigg"";""Democraticc"";""Whigg"";""Whigg"";""Deemocratic"";""Demoocratic"";""Demmocrattic"";""Republican"";""Republican"";""National Uniion"";""Democraatic"";""Republicannn"";""Republicann"";""Reepubliican"";""Republiican"";""Repubblicann"";""Republicann"";""Democraticc"";""Democraticc"";""Republlicann"";""Democraticc"";""Repubblicann"";""Republicannn"";""Republlican"";""Repuublican"";""Republicann"";""Republiccann"";""Republicann"";""Democraticc"";""Democraticcc"";""RReepublican"";""RRepublicann"";""Republican"";""Republicann"";""Democraticcc"";""Democraticc"";""Democraticc"";""Democratic"";""Democraticc"";""Democrratic"";""Republicann"";""Republicannn"";""Democratiicc"";""Democraticc"";""Demmocratic"";""Republicann"";""Republiccann"";""Repubblican"";""Reppublicann"";""Republican"";""Republicann"";""Demmocratic"";""Republicann"";""Republican"";""Republicann"";""Democraticcc"";""Democraticc"";""Republicaann"";""Republicann"";""Democraticcc"";""Democraticc"";""Republicann"""
CTRL_WIKI_POL_presidents_of_the_us_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,"""1788–89"";""1792"";""1796"";""1800"";""1804"";""1808"";""1808"";""1812"";""1812"";""1816"";""1820"";""1824"";""1828"";""1828"";""1832"";""1836"";""1840"";""1840"";""1844"";""1848"";""1848"";""1852"";""1852"";""1856"";""1860"";""1864"";""1864"";""1864"";""1868"";""1872"";""1872"";""1876"";""1880"";""1880"";""1884"";""1884"";""1888"";""1892"";""1896"";""1896"";""1900"";""1900"";""1904"";""1908"";""1908"";""1912"";""1916"";""1920"";""1920"";""1924"";""1928"";""1932"";""1936"";""1940"";""1944"";""1944"";""1948"";""1952"";""1956"";""1960"";""1960"";""1964"";""1968"";""1972"";""1972"";""1972"";""1972"";""1972"";""1976"";""1980"";""1984"";""1988"";""1992"";""1996"";""2000"";""2004"";""2008"";""2012"";""2016"""
CTRL_WIKI_POL_presidents_of_the_us_NOISE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,"""John Adams"";""John Adams"";""Thomas Jefferson"";""Aaron Burr"";""George Clinton"";""George Clinton"";""nan"";""Elbridge Gerry"";""nan"";""Daniel D. Tompkins"";""Daniel D. Tompkins"";""John C. Calhoun"";""John C. Calhoun"";""nan"";""Martin Van Buren"";""Richard M. Johnson"";""John Tyler"";""nan"";""George M. Dallas"";""Millard Fillmore"";""nan"";""William R. King"";""nan"";""John C. Breckinridge"";""Hannibal Hamlin"";""Andrew Johnson"";""nan"";""nan"";""Schuyler Colfax"";""Henry Wilson"";""nan"";""William A. Wheeler"";""Chester A. Arthur"";""nan"";""Thomas A. Hendricks"";""nan"";""Levi P. Morton"";""Adlai Stevenson"";""Garret Hobart"";""nan"";""Theodore Roosevelt"";""nan"";""Charles W. Fairbanks"";""James S. Sherman"";""nan"";""Thomas R. Marshall"";""Thomas R. Marshall"";""Calvin Coolidge"";""nan"";""Charles G. Dawes"";""Charles Curtis"";""John N. Garner"";""John N. Garner"";""Henry A. Wallace"";""Harry S. Truman"";""nan"";""Alben W. Barkley"";""Richard Nixon"";""Richard Nixon"";""Lyndon B. Johnson"";""nan"";""Hubert Humphrey"";""Spiro Agnew"";""Spiro Agnew"";""nan"";""Gerald Ford"";""nan"";""Nelson Rockefeller"";""Walter Mondale"";""George H. W. Bush"";""George H. W. Bush"";""Dan Quayle"";""Al Gore"";""Al Gore"";""Dick Cheney"";""Dick Cheney"";""Joe Biden"";""Joe Biden"";""Mike Pence"""
